,filenames,speaker_id,uri,path,y_true,audio2_path,audio2_label,y_comparison
13,747-9.wav,747-F-31,747-F-31_747-9,Train-Test-Data/dataset/747-F-31/747-9.wav,307,Train-Test-Data/dataset/747-F-31/747-7.wav,307.0,True
14,747-16.wav,747-F-31,747-F-31_747-16,Train-Test-Data/dataset/747-F-31/747-16.wav,307,Train-Test-Data/dataset/747-F-31/747-14.wav,307.0,True
15,747-2.wav,747-F-31,747-F-31_747-2,Train-Test-Data/dataset/747-F-31/747-2.wav,307,Train-Test-Data/dataset/747-F-31/747-17.wav,307.0,True
16,747-11.wav,747-F-31,747-F-31_747-11,Train-Test-Data/dataset/747-F-31/747-11.wav,307,Train-Test-Data/dataset/747-F-31/747-12.wav,307.0,True
17,708-15.wav,708-M-32,708-M-32_708-15,Train-Test-Data/dataset/708-M-32/708-15.wav,264,Train-Test-Data/dataset/482-F-35/482-17.wav,22.0,False
18,708-20.wav,708-M-32,708-M-32_708-20,Train-Test-Data/dataset/708-M-32/708-20.wav,264,Train-Test-Data/dataset/646-M-31/646-5.wav,187.0,False
19,708-23.wav,708-M-32,708-M-32_708-23,Train-Test-Data/dataset/708-M-32/708-23.wav,264,Train-Test-Data/dataset/636-M-30/636-11.wav,238.0,False
20,708-7.wav,708-M-32,708-M-32_708-7,Train-Test-Data/dataset/708-M-32/708-7.wav,264,Train-Test-Data/dataset/646-M-31/646-19.wav,291.0,False
21,708.wav,708-M-32,708-M-32_708,Train-Test-Data/dataset/708-M-32/708.wav,264,Train-Test-Data/dataset/96-M-29/96-19.wav,210.0,False
22,708-12.wav,708-M-32,708-M-32_708-12,Train-Test-Data/dataset/708-M-32/708-12.wav,264,Train-Test-Data/dataset/483-M-33/483-16.wav,93.0,False
23,708-9.wav,708-M-32,708-M-32_708-9,Train-Test-Data/dataset/708-M-32/708-9.wav,264,Train-Test-Data/dataset/637-F-30/637-20.wav,40.0,False
24,708-10.wav,708-M-32,708-M-32_708-10,Train-Test-Data/dataset/708-M-32/708-10.wav,264,Train-Test-Data/dataset/425-F-27/425-15.wav,209.0,False
25,708-22.wav,708-M-32,708-M-32_708-22,Train-Test-Data/dataset/708-M-32/708-22.wav,264,Train-Test-Data/dataset/527-M-24/527-29.wav,33.0,False
26,708-8.wav,708-M-32,708-M-32_708-8,Train-Test-Data/dataset/708-M-32/708-8.wav,264,Train-Test-Data/dataset/498-M-27/498-26.wav,148.0,False
27,708-18.wav,708-M-32,708-M-32_708-18,Train-Test-Data/dataset/708-M-32/708-18.wav,264,Train-Test-Data/dataset/87-F-26/87.wav,13.0,False
28,708-11.wav,708-M-32,708-M-32_708-11,Train-Test-Data/dataset/708-M-32/708-11.wav,264,Train-Test-Data/dataset/807-F-28/807-21.wav,148.0,False
29,708-2.wav,708-M-32,708-M-32_708-2,Train-Test-Data/dataset/708-M-32/708-2.wav,264,Train-Test-Data/dataset/614-M-26/614-8.wav,261.0,False
30,708-21.wav,708-M-32,708-M-32_708-21,Train-Test-Data/dataset/708-M-32/708-21.wav,264,Train-Test-Data/dataset/708-M-32/708-18.wav,264.0,True
31,708-4.wav,708-M-32,708-M-32_708-4,Train-Test-Data/dataset/708-M-32/708-4.wav,264,Train-Test-Data/dataset/708-M-32/708.wav,264.0,True
32,708-5.wav,708-M-32,708-M-32_708-5,Train-Test-Data/dataset/708-M-32/708-5.wav,264,Train-Test-Data/dataset/708-M-32/708-23.wav,264.0,True
33,708-17.wav,708-M-32,708-M-32_708-17,Train-Test-Data/dataset/708-M-32/708-17.wav,264,Train-Test-Data/dataset/708-M-32/708-5.wav,264.0,True
34,708-13.wav,708-M-32,708-M-32_708-13,Train-Test-Data/dataset/708-M-32/708-13.wav,264,Train-Test-Data/dataset/708-M-32/708-17.wav,264.0,True
35,708-14.wav,708-M-32,708-M-32_708-14,Train-Test-Data/dataset/708-M-32/708-14.wav,264,Train-Test-Data/dataset/708-M-32/708-9.wav,264.0,True
36,708-6.wav,708-M-32,708-M-32_708-6,Train-Test-Data/dataset/708-M-32/708-6.wav,264,Train-Test-Data/dataset/708-M-32/708-8.wav,264.0,True
37,708-19.wav,708-M-32,708-M-32_708-19,Train-Test-Data/dataset/708-M-32/708-19.wav,264,Train-Test-Data/dataset/708-M-32/708-14.wav,264.0,True
38,708-16.wav,708-M-32,708-M-32_708-16,Train-Test-Data/dataset/708-M-32/708-16.wav,264,Train-Test-Data/dataset/708-M-32/708-17.wav,264.0,True
39,708-3.wav,708-M-32,708-M-32_708-3,Train-Test-Data/dataset/708-M-32/708-3.wav,264,Train-Test-Data/dataset/708-M-32/708-20.wav,264.0,True
40,432-10.wav,432-M-27,432-M-27_432-10,Train-Test-Data/dataset/432-M-27/432-10.wav,10,Train-Test-Data/dataset/750-M-35/750-11.wav,17.0,False
41,432-19.wav,432-M-27,432-M-27_432-19,Train-Test-Data/dataset/432-M-27/432-19.wav,10,Train-Test-Data/dataset/426-F-48/426-17.wav,349.0,False
42,432-9.wav,432-M-27,432-M-27_432-9,Train-Test-Data/dataset/432-M-27/432-9.wav,10,Train-Test-Data/dataset/588-F-27/588-10.wav,35.0,False
43,432-37.wav,432-M-27,432-M-27_432-37,Train-Test-Data/dataset/432-M-27/432-37.wav,10,Train-Test-Data/dataset/497-F-38/497-31.wav,130.0,False
44,432-14.wav,432-M-27,432-M-27_432-14,Train-Test-Data/dataset/432-M-27/432-14.wav,10,Train-Test-Data/dataset/510-F-26/510-14.wav,306.0,False
45,432-34.wav,432-M-27,432-M-27_432-34,Train-Test-Data/dataset/432-M-27/432-34.wav,10,Train-Test-Data/dataset/482-F-35/482-14.wav,4.0,False
46,432-31.wav,432-M-27,432-M-27_432-31,Train-Test-Data/dataset/432-M-27/432-31.wav,10,Train-Test-Data/dataset/779-F-28/779.wav,290.0,False
47,432-17.wav,432-M-27,432-M-27_432-17,Train-Test-Data/dataset/432-M-27/432-17.wav,10,Train-Test-Data/dataset/482-F-35/482.wav,87.0,False
48,432-5.wav,432-M-27,432-M-27_432-5,Train-Test-Data/dataset/432-M-27/432-5.wav,10,Train-Test-Data/dataset/490-F-35/490-11.wav,395.0,False
49,432-15.wav,432-M-27,432-M-27_432-15,Train-Test-Data/dataset/432-M-27/432-15.wav,10,Train-Test-Data/dataset/484-M-30/484-27.wav,347.0,False
50,432-24.wav,432-M-27,432-M-27_432-24,Train-Test-Data/dataset/432-M-27/432-24.wav,10,Train-Test-Data/dataset/643-M-35/643-25.wav,281.0,False
51,432.wav,432-M-27,432-M-27_432,Train-Test-Data/dataset/432-M-27/432.wav,10,Train-Test-Data/dataset/742-M-28/742-2.wav,152.0,False
52,432-30.wav,432-M-27,432-M-27_432-30,Train-Test-Data/dataset/432-M-27/432-30.wav,10,Train-Test-Data/dataset/90-F-50/90-6.wav,175.0,False
53,432-23.wav,432-M-27,432-M-27_432-23,Train-Test-Data/dataset/432-M-27/432-23.wav,10,Train-Test-Data/dataset/583-F-28/583-25.wav,166.0,False
54,432-4.wav,432-M-27,432-M-27_432-4,Train-Test-Data/dataset/432-M-27/432-4.wav,10,Train-Test-Data/dataset/82-M-26/82-9.wav,309.0,False
55,432-29.wav,432-M-27,432-M-27_432-29,Train-Test-Data/dataset/432-M-27/432-29.wav,10,Train-Test-Data/dataset/809-F-26/809-4.wav,44.0,False
56,432-35.wav,432-M-27,432-M-27_432-35,Train-Test-Data/dataset/432-M-27/432-35.wav,10,Train-Test-Data/dataset/724-M-31/724-14.wav,238.0,False
57,432-3.wav,432-M-27,432-M-27_432-3,Train-Test-Data/dataset/432-M-27/432-3.wav,10,Train-Test-Data/dataset/476-F-23/476-25.wav,85.0,False
58,432-40.wav,432-M-27,432-M-27_432-40,Train-Test-Data/dataset/432-M-27/432-40.wav,10,Train-Test-Data/dataset/673-M-30/673-12.wav,41.0,False
59,432-44.wav,432-M-27,432-M-27_432-44,Train-Test-Data/dataset/432-M-27/432-44.wav,10,Train-Test-Data/dataset/493-F-30/493-10.wav,23.0,False
60,432-41.wav,432-M-27,432-M-27_432-41,Train-Test-Data/dataset/432-M-27/432-41.wav,10,Train-Test-Data/dataset/86-M-31/86-7.wav,312.0,False
61,432-43.wav,432-M-27,432-M-27_432-43,Train-Test-Data/dataset/432-M-27/432-43.wav,10,Train-Test-Data/dataset/803-F-28/803-13.wav,77.0,False
62,432-21.wav,432-M-27,432-M-27_432-21,Train-Test-Data/dataset/432-M-27/432-21.wav,10,Train-Test-Data/dataset/478-M-28/478-18.wav,313.0,False
63,432-46.wav,432-M-27,432-M-27_432-46,Train-Test-Data/dataset/432-M-27/432-46.wav,10,Train-Test-Data/dataset/581-M-29/581-24.wav,54.0,False
64,432-47.wav,432-M-27,432-M-27_432-47,Train-Test-Data/dataset/432-M-27/432-47.wav,10,Train-Test-Data/dataset/767-F-26/767-20.wav,4.0,False
65,432-28.wav,432-M-27,432-M-27_432-28,Train-Test-Data/dataset/432-M-27/432-28.wav,10,Train-Test-Data/dataset/627-M-26/627-15.wav,66.0,False
66,432-2.wav,432-M-27,432-M-27_432-2,Train-Test-Data/dataset/432-M-27/432-2.wav,10,Train-Test-Data/dataset/432-M-27/432.wav,10.0,True
67,432-36.wav,432-M-27,432-M-27_432-36,Train-Test-Data/dataset/432-M-27/432-36.wav,10,Train-Test-Data/dataset/432-M-27/432-18.wav,10.0,True
68,432-42.wav,432-M-27,432-M-27_432-42,Train-Test-Data/dataset/432-M-27/432-42.wav,10,Train-Test-Data/dataset/432-M-27/432-45.wav,10.0,True
69,432-50.wav,432-M-27,432-M-27_432-50,Train-Test-Data/dataset/432-M-27/432-50.wav,10,Train-Test-Data/dataset/432-M-27/432-25.wav,10.0,True
70,432-6.wav,432-M-27,432-M-27_432-6,Train-Test-Data/dataset/432-M-27/432-6.wav,10,Train-Test-Data/dataset/432-M-27/432-18.wav,10.0,True
71,432-22.wav,432-M-27,432-M-27_432-22,Train-Test-Data/dataset/432-M-27/432-22.wav,10,Train-Test-Data/dataset/432-M-27/432-44.wav,10.0,True
72,432-49.wav,432-M-27,432-M-27_432-49,Train-Test-Data/dataset/432-M-27/432-49.wav,10,Train-Test-Data/dataset/432-M-27/432-19.wav,10.0,True
73,432-32.wav,432-M-27,432-M-27_432-32,Train-Test-Data/dataset/432-M-27/432-32.wav,10,Train-Test-Data/dataset/432-M-27/432-17.wav,10.0,True
74,432-11.wav,432-M-27,432-M-27_432-11,Train-Test-Data/dataset/432-M-27/432-11.wav,10,Train-Test-Data/dataset/432-M-27/432.wav,10.0,True
75,432-20.wav,432-M-27,432-M-27_432-20,Train-Test-Data/dataset/432-M-27/432-20.wav,10,Train-Test-Data/dataset/432-M-27/432-20.wav,10.0,True
76,432-16.wav,432-M-27,432-M-27_432-16,Train-Test-Data/dataset/432-M-27/432-16.wav,10,Train-Test-Data/dataset/432-M-27/432-15.wav,10.0,True
77,432-8.wav,432-M-27,432-M-27_432-8,Train-Test-Data/dataset/432-M-27/432-8.wav,10,Train-Test-Data/dataset/432-M-27/432-40.wav,10.0,True
78,432-12.wav,432-M-27,432-M-27_432-12,Train-Test-Data/dataset/432-M-27/432-12.wav,10,Train-Test-Data/dataset/432-M-27/432-24.wav,10.0,True
79,432-13.wav,432-M-27,432-M-27_432-13,Train-Test-Data/dataset/432-M-27/432-13.wav,10,Train-Test-Data/dataset/432-M-27/432-24.wav,10.0,True
80,432-38.wav,432-M-27,432-M-27_432-38,Train-Test-Data/dataset/432-M-27/432-38.wav,10,Train-Test-Data/dataset/432-M-27/432-39.wav,10.0,True
81,432-26.wav,432-M-27,432-M-27_432-26,Train-Test-Data/dataset/432-M-27/432-26.wav,10,Train-Test-Data/dataset/432-M-27/432-2.wav,10.0,True
82,432-39.wav,432-M-27,432-M-27_432-39,Train-Test-Data/dataset/432-M-27/432-39.wav,10,Train-Test-Data/dataset/432-M-27/432-27.wav,10.0,True
83,432-33.wav,432-M-27,432-M-27_432-33,Train-Test-Data/dataset/432-M-27/432-33.wav,10,Train-Test-Data/dataset/432-M-27/432-49.wav,10.0,True
84,432-48.wav,432-M-27,432-M-27_432-48,Train-Test-Data/dataset/432-M-27/432-48.wav,10,Train-Test-Data/dataset/432-M-27/432-7.wav,10.0,True
85,432-18.wav,432-M-27,432-M-27_432-18,Train-Test-Data/dataset/432-M-27/432-18.wav,10,Train-Test-Data/dataset/432-M-27/432-35.wav,10.0,True
86,432-27.wav,432-M-27,432-M-27_432-27,Train-Test-Data/dataset/432-M-27/432-27.wav,10,Train-Test-Data/dataset/432-M-27/432-22.wav,10.0,True
87,432-45.wav,432-M-27,432-M-27_432-45,Train-Test-Data/dataset/432-M-27/432-45.wav,10,Train-Test-Data/dataset/432-M-27/432-2.wav,10.0,True
88,432-25.wav,432-M-27,432-M-27_432-25,Train-Test-Data/dataset/432-M-27/432-25.wav,10,Train-Test-Data/dataset/432-M-27/432-27.wav,10.0,True
89,432-7.wav,432-M-27,432-M-27_432-7,Train-Test-Data/dataset/432-M-27/432-7.wav,10,Train-Test-Data/dataset/432-M-27/432-18.wav,10.0,True
90,55-7.wav,55-F-35,55-F-35_55-7,Train-Test-Data/dataset/55-F-35/55-7.wav,123,Train-Test-Data/dataset/642-F-32/642-9.wav,20.0,False
91,55-10.wav,55-F-35,55-F-35_55-10,Train-Test-Data/dataset/55-F-35/55-10.wav,123,Train-Test-Data/dataset/743-F-28/743-11.wav,381.0,False
92,55-2.wav,55-F-35,55-F-35_55-2,Train-Test-Data/dataset/55-F-35/55-2.wav,123,Train-Test-Data/dataset/620-F-21/620-9.wav,259.0,False
93,55-4.wav,55-F-35,55-F-35_55-4,Train-Test-Data/dataset/55-F-35/55-4.wav,123,Train-Test-Data/dataset/593-M-28/593-4.wav,242.0,False
94,55-6.wav,55-F-35,55-F-35_55-6,Train-Test-Data/dataset/55-F-35/55-6.wav,123,Train-Test-Data/dataset/620-F-21/620-4.wav,148.0,False
95,55-5.wav,55-F-35,55-F-35_55-5,Train-Test-Data/dataset/55-F-35/55-5.wav,123,Train-Test-Data/dataset/446-F-28/446-3.wav,126.0,False
96,55-13.wav,55-F-35,55-F-35_55-13,Train-Test-Data/dataset/55-F-35/55-13.wav,123,Train-Test-Data/dataset/521-F-30/521-14.wav,138.0,False
97,55-15.wav,55-F-35,55-F-35_55-15,Train-Test-Data/dataset/55-F-35/55-15.wav,123,Train-Test-Data/dataset/598-F-27/598-16.wav,159.0,False
98,55-17.wav,55-F-35,55-F-35_55-17,Train-Test-Data/dataset/55-F-35/55-17.wav,123,Train-Test-Data/dataset/479-F-24/479-22.wav,28.0,False
99,55-9.wav,55-F-35,55-F-35_55-9,Train-Test-Data/dataset/55-F-35/55-9.wav,123,Train-Test-Data/dataset/440-F-29/440-4.wav,9.0,False
100,55-14.wav,55-F-35,55-F-35_55-14,Train-Test-Data/dataset/55-F-35/55-14.wav,123,Train-Test-Data/dataset/55-F-35/55-14.wav,123.0,True
101,55.wav,55-F-35,55-F-35_55,Train-Test-Data/dataset/55-F-35/55.wav,123,Train-Test-Data/dataset/55-F-35/55-7.wav,123.0,True
102,55-11.wav,55-F-35,55-F-35_55-11,Train-Test-Data/dataset/55-F-35/55-11.wav,123,Train-Test-Data/dataset/55-F-35/55.wav,123.0,True
103,55-18.wav,55-F-35,55-F-35_55-18,Train-Test-Data/dataset/55-F-35/55-18.wav,123,Train-Test-Data/dataset/55-F-35/55-16.wav,123.0,True
104,55-3.wav,55-F-35,55-F-35_55-3,Train-Test-Data/dataset/55-F-35/55-3.wav,123,Train-Test-Data/dataset/55-F-35/55-12.wav,123.0,True
105,55-16.wav,55-F-35,55-F-35_55-16,Train-Test-Data/dataset/55-F-35/55-16.wav,123,Train-Test-Data/dataset/55-F-35/55-16.wav,123.0,True
106,55-12.wav,55-F-35,55-F-35_55-12,Train-Test-Data/dataset/55-F-35/55-12.wav,123,Train-Test-Data/dataset/55-F-35/55-18.wav,123.0,True
107,55-8.wav,55-F-35,55-F-35_55-8,Train-Test-Data/dataset/55-F-35/55-8.wav,123,Train-Test-Data/dataset/55-F-35/55-2.wav,123.0,True
108,8-3.wav,8-M-28,8-M-28_8-3,Train-Test-Data/dataset/8-M-28/8-3.wav,365,Train-Test-Data/dataset/644-M-27/644-21.wav,8.0,False
109,8-9.wav,8-M-28,8-M-28_8-9,Train-Test-Data/dataset/8-M-28/8-9.wav,365,Train-Test-Data/dataset/461-F-29/461-10.wav,221.0,False
110,8.wav,8-M-28,8-M-28_8,Train-Test-Data/dataset/8-M-28/8.wav,365,Train-Test-Data/dataset/272-M-26/speaker_272-19.wav,216.0,False
111,8-2.wav,8-M-28,8-M-28_8-2,Train-Test-Data/dataset/8-M-28/8-2.wav,365,Train-Test-Data/dataset/599-M-29/599-15.wav,51.0,False
112,8-17.wav,8-M-28,8-M-28_8-17,Train-Test-Data/dataset/8-M-28/8-17.wav,365,Train-Test-Data/dataset/812-M-27/812-19.wav,301.0,False
113,8-18.wav,8-M-28,8-M-28_8-18,Train-Test-Data/dataset/8-M-28/8-18.wav,365,Train-Test-Data/dataset/436-M-30/436-13.wav,213.0,False
114,8-8.wav,8-M-28,8-M-28_8-8,Train-Test-Data/dataset/8-M-28/8-8.wav,365,Train-Test-Data/dataset/450-F-35/450-4.wav,185.0,False
115,8-19.wav,8-M-28,8-M-28_8-19,Train-Test-Data/dataset/8-M-28/8-19.wav,365,Train-Test-Data/dataset/443-F-30/443-28.wav,66.0,False
116,8-5.wav,8-M-28,8-M-28_8-5,Train-Test-Data/dataset/8-M-28/8-5.wav,365,Train-Test-Data/dataset/438-M-40/438-8.wav,294.0,False
117,8-16.wav,8-M-28,8-M-28_8-16,Train-Test-Data/dataset/8-M-28/8-16.wav,365,Train-Test-Data/dataset/787-F-29/787-10.wav,45.0,False
118,8-24.wav,8-M-28,8-M-28_8-24,Train-Test-Data/dataset/8-M-28/8-24.wav,365,Train-Test-Data/dataset/55-F-35/55-2.wav,128.0,False
119,8-13.wav,8-M-28,8-M-28_8-13,Train-Test-Data/dataset/8-M-28/8-13.wav,365,Train-Test-Data/dataset/437-F-27/437-30.wav,247.0,False
120,8-4.wav,8-M-28,8-M-28_8-4,Train-Test-Data/dataset/8-M-28/8-4.wav,365,Train-Test-Data/dataset/478-M-28/478-25.wav,181.0,False
121,8-14.wav,8-M-28,8-M-28_8-14,Train-Test-Data/dataset/8-M-28/8-14.wav,365,Train-Test-Data/dataset/8-M-28/8-17.wav,365.0,True
122,8-10.wav,8-M-28,8-M-28_8-10,Train-Test-Data/dataset/8-M-28/8-10.wav,365,Train-Test-Data/dataset/8-M-28/8-16.wav,365.0,True
123,8-15.wav,8-M-28,8-M-28_8-15,Train-Test-Data/dataset/8-M-28/8-15.wav,365,Train-Test-Data/dataset/8-M-28/8-15.wav,365.0,True
124,8-23.wav,8-M-28,8-M-28_8-23,Train-Test-Data/dataset/8-M-28/8-23.wav,365,Train-Test-Data/dataset/8-M-28/8-5.wav,365.0,True
125,8-12.wav,8-M-28,8-M-28_8-12,Train-Test-Data/dataset/8-M-28/8-12.wav,365,Train-Test-Data/dataset/8-M-28/8.wav,365.0,True
126,8-11.wav,8-M-28,8-M-28_8-11,Train-Test-Data/dataset/8-M-28/8-11.wav,365,Train-Test-Data/dataset/8-M-28/8-5.wav,365.0,True
127,8-6.wav,8-M-28,8-M-28_8-6,Train-Test-Data/dataset/8-M-28/8-6.wav,365,Train-Test-Data/dataset/8-M-28/8-18.wav,365.0,True
128,8-22.wav,8-M-28,8-M-28_8-22,Train-Test-Data/dataset/8-M-28/8-22.wav,365,Train-Test-Data/dataset/8-M-28/8-11.wav,365.0,True
129,8-20.wav,8-M-28,8-M-28_8-20,Train-Test-Data/dataset/8-M-28/8-20.wav,365,Train-Test-Data/dataset/8-M-28/8-19.wav,365.0,True
130,8-21.wav,8-M-28,8-M-28_8-21,Train-Test-Data/dataset/8-M-28/8-21.wav,365,Train-Test-Data/dataset/8-M-28/8-5.wav,365.0,True
131,8-7.wav,8-M-28,8-M-28_8-7,Train-Test-Data/dataset/8-M-28/8-7.wav,365,Train-Test-Data/dataset/8-M-28/8-16.wav,365.0,True
132,456-24.wav,456-F-34,456-F-34_456-24,Train-Test-Data/dataset/456-F-34/456-24.wav,36,Train-Test-Data/dataset/703-F-28/703-52.wav,282.0,False
133,456-29.wav,456-F-34,456-F-34_456-29,Train-Test-Data/dataset/456-F-34/456-29.wav,36,Train-Test-Data/dataset/507-M-31/507-5.wav,14.0,False
134,456-9.wav,456-F-34,456-F-34_456-9,Train-Test-Data/dataset/456-F-34/456-9.wav,36,Train-Test-Data/dataset/706-M-41/706-5.wav,259.0,False
135,456-3.wav,456-F-34,456-F-34_456-3,Train-Test-Data/dataset/456-F-34/456-3.wav,36,Train-Test-Data/dataset/602-F-37/602-22.wav,115.0,False
136,456-21.wav,456-F-34,456-F-34_456-21,Train-Test-Data/dataset/456-F-34/456-21.wav,36,Train-Test-Data/dataset/425-F-27/425-5.wav,286.0,False
137,456.wav,456-F-34,456-F-34_456,Train-Test-Data/dataset/456-F-34/456.wav,36,Train-Test-Data/dataset/640-M-54/640-22.wav,50.0,False
138,456-34.wav,456-F-34,456-F-34_456-34,Train-Test-Data/dataset/456-F-34/456-34.wav,36,Train-Test-Data/dataset/491-M-25/491-37.wav,109.0,False
139,456-8.wav,456-F-34,456-F-34_456-8,Train-Test-Data/dataset/456-F-34/456-8.wav,36,Train-Test-Data/dataset/428-M-25/428-26.wav,212.0,False
140,456-25.wav,456-F-34,456-F-34_456-25,Train-Test-Data/dataset/456-F-34/456-25.wav,36,Train-Test-Data/dataset/517-M-28/517-18.wav,397.0,False
141,456-11.wav,456-F-34,456-F-34_456-11,Train-Test-Data/dataset/456-F-34/456-11.wav,36,Train-Test-Data/dataset/613-F-27/613-27.wav,252.0,False
142,456-36.wav,456-F-34,456-F-34_456-36,Train-Test-Data/dataset/456-F-34/456-36.wav,36,Train-Test-Data/dataset/724-M-31/724-8.wav,13.0,False
143,456-5.wav,456-F-34,456-F-34_456-5,Train-Test-Data/dataset/456-F-34/456-5.wav,36,Train-Test-Data/dataset/484-M-30/484-6.wav,368.0,False
144,456-10.wav,456-F-34,456-F-34_456-10,Train-Test-Data/dataset/456-F-34/456-10.wav,36,Train-Test-Data/dataset/47-F-36/47-5.wav,210.0,False
145,456-26.wav,456-F-34,456-F-34_456-26,Train-Test-Data/dataset/456-F-34/456-26.wav,36,Train-Test-Data/dataset/497-F-38/497-17.wav,201.0,False
146,456-32.wav,456-F-34,456-F-34_456-32,Train-Test-Data/dataset/456-F-34/456-32.wav,36,Train-Test-Data/dataset/811-F-30/811-5.wav,47.0,False
147,456-33.wav,456-F-34,456-F-34_456-33,Train-Test-Data/dataset/456-F-34/456-33.wav,36,Train-Test-Data/dataset/783-F-34/783-3.wav,159.0,False
148,456-22.wav,456-F-34,456-F-34_456-22,Train-Test-Data/dataset/456-F-34/456-22.wav,36,Train-Test-Data/dataset/503-M-28/503.wav,381.0,False
149,456-23.wav,456-F-34,456-F-34_456-23,Train-Test-Data/dataset/456-F-34/456-23.wav,36,Train-Test-Data/dataset/755-F-27/755.wav,103.0,False
150,456-7.wav,456-F-34,456-F-34_456-7,Train-Test-Data/dataset/456-F-34/456-7.wav,36,Train-Test-Data/dataset/448-M-34/448-35.wav,288.0,False
151,456-15.wav,456-F-34,456-F-34_456-15,Train-Test-Data/dataset/456-F-34/456-15.wav,36,Train-Test-Data/dataset/456-F-34/456-5.wav,36.0,True
152,456-18.wav,456-F-34,456-F-34_456-18,Train-Test-Data/dataset/456-F-34/456-18.wav,36,Train-Test-Data/dataset/456-F-34/456-20.wav,36.0,True
153,456-16.wav,456-F-34,456-F-34_456-16,Train-Test-Data/dataset/456-F-34/456-16.wav,36,Train-Test-Data/dataset/456-F-34/456-28.wav,36.0,True
154,456-2.wav,456-F-34,456-F-34_456-2,Train-Test-Data/dataset/456-F-34/456-2.wav,36,Train-Test-Data/dataset/456-F-34/456-27.wav,36.0,True
155,456-12.wav,456-F-34,456-F-34_456-12,Train-Test-Data/dataset/456-F-34/456-12.wav,36,Train-Test-Data/dataset/456-F-34/456-14.wav,36.0,True
156,456-28.wav,456-F-34,456-F-34_456-28,Train-Test-Data/dataset/456-F-34/456-28.wav,36,Train-Test-Data/dataset/456-F-34/456-10.wav,36.0,True
157,456-27.wav,456-F-34,456-F-34_456-27,Train-Test-Data/dataset/456-F-34/456-27.wav,36,Train-Test-Data/dataset/456-F-34/456-11.wav,36.0,True
158,456-30.wav,456-F-34,456-F-34_456-30,Train-Test-Data/dataset/456-F-34/456-30.wav,36,Train-Test-Data/dataset/456-F-34/456-34.wav,36.0,True
159,456-14.wav,456-F-34,456-F-34_456-14,Train-Test-Data/dataset/456-F-34/456-14.wav,36,Train-Test-Data/dataset/456-F-34/456-28.wav,36.0,True
160,456-4.wav,456-F-34,456-F-34_456-4,Train-Test-Data/dataset/456-F-34/456-4.wav,36,Train-Test-Data/dataset/456-F-34/456-10.wav,36.0,True
161,456-20.wav,456-F-34,456-F-34_456-20,Train-Test-Data/dataset/456-F-34/456-20.wav,36,Train-Test-Data/dataset/456-F-34/456-13.wav,36.0,True
162,456-6.wav,456-F-34,456-F-34_456-6,Train-Test-Data/dataset/456-F-34/456-6.wav,36,Train-Test-Data/dataset/456-F-34/456-17.wav,36.0,True
163,456-31.wav,456-F-34,456-F-34_456-31,Train-Test-Data/dataset/456-F-34/456-31.wav,36,Train-Test-Data/dataset/456-F-34/456-19.wav,36.0,True
