,filenames,speaker_id,uri,path,y_true,audio2_path,audio2_label,audio2_uri,y_comparison,duration,audio2_duration
38,708-16.wav,708-M-32,708-M-32_708-16,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/708-M-32/708-16.wav,264,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/708-M-32/708-6.wav,264.0,708-M-32_708-6,True,3.4757083333333334,1.5250416666666666
39,708-3.wav,708-M-32,708-M-32_708-3,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/708-M-32/708-3.wav,264,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/708-M-32/708-10.wav,264.0,708-M-32_708-10,True,0.656125,1.064
40,432-10.wav,432-M-27,432-M-27_432-10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-10.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/438-M-40/438-14.wav,16.0,438-M-40_438-14,False,1.422125,2.8677083333333333
41,432-19.wav,432-M-27,432-M-27_432-19,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-19.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/484-M-30/484-11.wav,67.0,484-M-30_484-11,False,0.8298125,2.0352607709750568
42,432-9.wav,432-M-27,432-M-27_432-9,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-9.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/602-F-37/602-28.wav,172.0,602-F-37_602-28,False,1.0913958333333333,3.6091041666666666
43,432-37.wav,432-M-27,432-M-27_432-37,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-37.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/786-M-35/786-20.wav,350.0,786-M-35_786-20,False,1.8641041666666667,1.4461458333333332
44,432-14.wav,432-M-27,432-M-27_432-14,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-14.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/5-F-27/5-8.wav,84.0,5-F-27_5-8,False,1.8039791666666667,2.897104166666667
45,432-34.wav,432-M-27,432-M-27_432-34,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-34.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/649-F-27/649-23.wav,223.0,649-F-27_649-23,False,3.27725,2.237979166666667
46,432-31.wav,432-M-27,432-M-27_432-31,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-31.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/446-F-28/446-41.wav,25.0,446-F-28_446-41,False,0.7862291666666666,1.1342916666666667
47,432-17.wav,432-M-27,432-M-27_432-17,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-17.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/623-M-29/623-23.wav,195.0,623-M-29_623-23,False,2.2790416666666666,2.362229166666667
48,432-5.wav,432-M-27,432-M-27_432-5,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-5.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/613-F-27/613-15.wav,184.0,613-F-27_613-15,False,1.9122083333333333,1.0756041666666667
49,432-15.wav,432-M-27,432-M-27_432-15,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-15.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/571-M-29/571.wav,137.0,571-M-29_571,False,2.651854166666667,3.7878684807256238
50,432-24.wav,432-M-27,432-M-27_432-24,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-24.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/725-F-28/725-12.wav,283.0,725-F-28_725-12,False,1.5393958333333333,0.9964625850340136
51,432.wav,432-M-27,432-M-27_432,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/715-F-35/715-14.wav,272.0,715-F-35_715-14,False,2.261,1.2982708333333333
52,432-30.wav,432-M-27,432-M-27_432-30,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-30.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/467-M-37/467-15.wav,48.0,467-M-37_467-15,False,1.7378333333333333,1.3462916666666667
53,432-23.wav,432-M-27,432-M-27_432-23,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-23.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/462-F-31/462-13.wav,43.0,462-F-31_462-13,False,1.6235833333333334,2.6510208333333334
54,432-4.wav,432-M-27,432-M-27_432-4,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-4.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/812-M-27/812-20.wav,380.0,812-M-27_812-20,False,1.6325833333333333,1.155625
55,432-29.wav,432-M-27,432-M-27_432-29,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-29.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/620-F-21/620-F-21.wav,192.0,620-F-21_620-F-21,False,1.8746458333333333,1.4684166666666667
56,432-35.wav,432-M-27,432-M-27_432-35,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-35.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/619-M-28/619-36.wav,190.0,619-M-28_619-36,False,1.870125,7.0974375
57,432-3.wav,432-M-27,432-M-27_432-3,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-3.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/426-F-48/426-36.wav,3.0,426-F-48_426-36,False,1.3169166666666667,0.5707083333333334
58,432-40.wav,432-M-27,432-M-27_432-40,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-40.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/661-M-36/661-4.wav,237.0,661-M-36_661-4,False,0.7696875,3.11375
59,432-44.wav,432-M-27,432-M-27_432-44,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-44.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/720-M-30/720-5.wav,278.0,720-M-30_720-5,False,1.3409583333333333,3.288299319727891
60,432-41.wav,432-M-27,432-M-27_432-41,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-41.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/76-M-32/76-15.wav,321.0,76-M-32_76-15,False,1.2086666666666666,1.4480208333333333
61,432-43.wav,432-M-27,432-M-27_432-43,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-43.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/803-F-28/803-13.wav,370.0,803-F-28_803-13,False,1.2387291666666667,4.405291666666667
62,432-21.wav,432-M-27,432-M-27_432-21,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-21.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/674-F-26/674-9.wav,251.0,674-F-26_674-9,False,3.4877083333333334,0.6961666666666667
63,432-46.wav,432-M-27,432-M-27_432-46,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-46.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/453-F-27/453-13.wav,33.0,453-F-27_453-13,False,1.2507708333333334,1.6066041666666666
64,432-47.wav,432-M-27,432-M-27_432-47,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-47.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/495-M-35/495-34.wav,79.0,495-M-35_495-34,False,1.190625,2.6760208333333333
65,432-28.wav,432-M-27,432-M-27_432-28,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-28.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/619-M-28/619-29.wav,190.0,619-M-28_619-29,False,2.6999583333333335,1.7597083333333334
66,432-2.wav,432-M-27,432-M-27_432-2,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-2.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-38.wav,10.0,432-M-27_432-38,True,0.6644583333333334,4.2333541666666665
67,432-36.wav,432-M-27,432-M-27_432-36,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-36.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-43.wav,10.0,432-M-27_432-43,True,2.3451875,1.2387291666666667
68,432-42.wav,432-M-27,432-M-27_432-42,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-42.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-46.wav,10.0,432-M-27_432-46,True,3.331354166666667,1.2507708333333334
69,432-50.wav,432-M-27,432-M-27_432-50,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-50.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-45.wav,10.0,432-M-27_432-45,True,1.6716875,2.4955
70,432-6.wav,432-M-27,432-M-27_432-6,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-6.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-23.wav,10.0,432-M-27_432-23,True,1.9483125,1.6235833333333334
71,432-22.wav,432-M-27,432-M-27_432-22,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-22.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-15.wav,10.0,432-M-27_432-15,True,2.3572083333333333,2.651854166666667
72,432-49.wav,432-M-27,432-M-27_432-49,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-49.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-36.wav,10.0,432-M-27_432-36,True,0.7110625,2.3451875
73,432-32.wav,432-M-27,432-M-27_432-32,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-32.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-50.wav,10.0,432-M-27_432-50,True,1.3469583333333333,1.6716875
74,432-11.wav,432-M-27,432-M-27_432-11,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-11.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-39.wav,10.0,432-M-27_432-39,True,0.6524375,0.9034791666666667
75,432-20.wav,432-M-27,432-M-27_432-20,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-20.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-29.wav,10.0,432-M-27_432-29,True,2.0024166666666665,1.8746458333333333
76,432-16.wav,432-M-27,432-M-27_432-16,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-16.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-9.wav,10.0,432-M-27_432-9,True,0.7877291666666667,1.0913958333333333
77,432-8.wav,432-M-27,432-M-27_432-8,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-8.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-20.wav,10.0,432-M-27_432-20,True,1.071875,2.0024166666666665
78,432-12.wav,432-M-27,432-M-27_432-12,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-12.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-31.wav,10.0,432-M-27_432-31,True,1.0042083333333334,0.7862291666666666
79,432-13.wav,432-M-27,432-M-27_432-13,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-13.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-21.wav,10.0,432-M-27_432-21,True,0.8689166666666667,3.4877083333333334
80,432-38.wav,432-M-27,432-M-27_432-38,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-38.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-50.wav,10.0,432-M-27_432-50,True,4.2333541666666665,1.6716875
81,432-26.wav,432-M-27,432-M-27_432-26,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-26.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-2.wav,10.0,432-M-27_432-2,True,4.7595,0.6644583333333334
82,432-39.wav,432-M-27,432-M-27_432-39,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-39.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-11.wav,10.0,432-M-27_432-11,True,0.9034791666666667,0.6524375
83,432-33.wav,432-M-27,432-M-27_432-33,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-33.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-16.wav,10.0,432-M-27_432-16,True,1.4071041666666666,0.7877291666666667
84,432-48.wav,432-M-27,432-M-27_432-48,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-48.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-13.wav,10.0,432-M-27_432-13,True,2.321125,0.8689166666666667
85,432-18.wav,432-M-27,432-M-27_432-18,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-18.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-46.wav,10.0,432-M-27_432-46,True,1.2297291666666668,1.2507708333333334
86,432-27.wav,432-M-27,432-M-27_432-27,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-27.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-17.wav,10.0,432-M-27_432-17,True,0.9861666666666666,2.2790416666666666
87,432-45.wav,432-M-27,432-M-27_432-45,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-45.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-23.wav,10.0,432-M-27_432-23,True,2.4955,1.6235833333333334
88,432-25.wav,432-M-27,432-M-27_432-25,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-25.wav,10,/media/ben/datadrive/Zalo/voice-verification/Train-Test-Data/dataset/432-M-27/432-24.wav,10.0,432-M-27_432-24,True,1.3950833333333332,1.5393958333333333
